#lnL 	x[] 	 df 
886204.019393	[-3.40119738]	0.0
886204.019393	[-3.40119737]	0.0
886183.325445	[-2.40119738]	0.0
886183.325445	[-2.40119737]	0.0
886181.560533	[-2.14980622]	0.0
886181.560533	[-2.14980621]	0.0
886181.006546	[-1.85270757]	0.0
886181.006546	[-1.85270756]	0.0
886180.972596	[-1.91028483]	0.0
886180.972596	[-1.91028482]	0.0
886180.972596	[-1.91028482]	0.0
886180.972596	[-1.91028481]	0.0
886180.97797	[-1.93356788]	0.0
886180.97797	[-1.93356787]	0.0
886180.9726	[-1.91135981]	0.0
886180.9726	[-1.9113598]	0.0
886180.972595	[-1.91070778]	0.0
886180.972595	[-1.91070777]	0.0
-806821.364746	-0.714676810054	-0.55539724848	-0.688024837101	0.746979521046	-2.81105686866	-3.40119738166	-2.26573634467	-2.64471859799	-2.96572468627	-4.72989793429	-4.51043282071	-3.50423632214	-5.38357053503	-5.28919830321
-806821.364746	-0.714676810054	-0.55539724848	-0.688024837101	0.746979521046	-2.81105685866	-3.40119737166	-2.26573634467	-2.64471859799	-2.96572468627	-4.72989793429	-4.51043282071	-3.50423632214	-5.38357053503	-5.28919830321
-806796.670791	-0.714676810054	-0.55539724848	-0.688024837101	0.746979521046	-1.81105686866	-2.40119738166	-2.26573634467	-2.64471859799	-2.96572468627	-4.72989793429	-4.51043282071	-3.50423632214	-5.38357053503	-5.28919830321
-806796.670791	-0.714676810054	-0.55539724848	-0.688024837101	0.746979521046	-1.81105685866	-2.40119737166	-2.26573634467	-2.64471859799	-2.96572468627	-4.72989793429	-4.51043282071	-3.50423632214	-5.38357053503	-5.28919830321
-806795.036504	-0.714676810054	-0.55539724848	-0.688024837101	0.746979521046	-1.5816600972	-2.17180061021	-2.26573634467	-2.64471859799	-2.96572468627	-4.72989793429	-4.51043282071	-3.50423632214	-5.38357053503	-5.28919830321
-806795.036504	-0.714676810054	-0.55539724848	-0.688024837101	0.746979521046	-1.5816600872	-2.17180060021	-2.26573634467	-2.64471859799	-2.96572468627	-4.72989793429	-4.51043282071	-3.50423632214	-5.38357053503	-5.28919830321
-806794.396691	-0.714676810054	-0.55539724848	-0.688024837101	0.746979521046	-1.33583593547	-1.92597644847	-2.26573634467	-2.64471859799	-2.96572468627	-4.72989793429	-4.51043282071	-3.50423632214	-5.38357053503	-5.28919830321
-806794.396691	-0.714676810054	-0.55539724848	-0.688024837101	0.746979521046	-1.33583592547	-1.92597643847	-2.26573634467	-2.64471859799	-2.96572468627	-4.72989793429	-4.51043282071	-3.50423632214	-5.38357053503	-5.28919830321
-806794.391079	-0.714676810054	-0.55539724848	-0.688024837101	0.746979521046	-1.31202574179	-1.9021662548	-2.26573634467	-2.64471859799	-2.96572468627	-4.72989793429	-4.51043282071	-3.50423632214	-5.38357053503	-5.28919830321
-806794.391079	-0.714676810054	-0.55539724848	-0.688024837101	0.746979521046	-1.31202573179	-1.9021662448	-2.26573634467	-2.64471859799	-2.96572468627	-4.72989793429	-4.51043282071	-3.50423632214	-5.38357053503	-5.28919830321
